progress_total,panas_negative,stress_total,partno,realtime
22,15,1,59f6ea699dc36217ac867f9e76289782,4.0199999999968
13,18,1,59f6ea699dc36217ac867f9e76289782,10.0500000000029
17,21,1,59f6ea699dc36217ac867f9e76289782,6.09999999999855
16,18,1,59f6ea699dc36217ac867f9e76289782,8.01000000000204
16,14,1,59f6ea699dc36217ac867f9e76289782,9.02999999999884
16,22,1,59f6ea699dc36217ac867f9e76289782,2.0199999999968
19,11,1,59f6ea699dc36217ac867f9e76289782,0
17,14,1,59f6ea699dc36217ac867f9e76289782,1.91999999999825
,,0,59f6ea699dc36217ac867f9e76289782,1
16,14,1,59f6ea699dc36217ac867f9e76289782,12.0299999999988
16,12,1,59f6ea699dc36217ac867f9e76289782,13.010000000002
16,14,1,59f6ea699dc36217ac867f9e76289782,11
22,14,1,39179af19ae86e0df22956872d1cc6c6,6.87000000000262
28,10,1,39179af19ae86e0df22956872d1cc6c6,4.99000000000524
26,19,1,39179af19ae86e0df22956872d1cc6c6,5.90000000000146
20,10,1,39179af19ae86e0df22956872d1cc6c6,11.9300000000003
21,13,1,39179af19ae86e0df22956872d1cc6c6,8.92000000000553
21,18,1,39179af19ae86e0df22956872d1cc6c6,9.95999999999913
21,10,1,39179af19ae86e0df22956872d1cc6c6,10.9000000000015
21,13,1,39179af19ae86e0df22956872d1cc6c6,0
22,21,1,39179af19ae86e0df22956872d1cc6c6,0.959999999999127
20,21,1,39179af19ae86e0df22956872d1cc6c6,1.90000000000146
18,11,1,39179af19ae86e0df22956872d1cc6c6,3.92000000000553
18,10,1,39179af19ae86e0df22956872d1cc6c6,12.9500000000044
26,10,1,39179af19ae86e0df22956872d1cc6c6,2.88999999999942
16,20,1,b59e13f90e06b83f51253cad09c1d236,6.97000000000116
15,18,1,b59e13f90e06b83f51253cad09c1d236,7.94000000000233
16,10,1,b59e13f90e06b83f51253cad09c1d236,10.9400000000023
15,11,1,b59e13f90e06b83f51253cad09c1d236,12.0600000000049
16,12,1,b59e13f90e06b83f51253cad09c1d236,9.02000000000407
17,13,1,b59e13f90e06b83f51253cad09c1d236,10.0699999999997
12,21,5,b59e13f90e06b83f51253cad09c1d236,0
15,29,3,b59e13f90e06b83f51253cad09c1d236,0.990000000005239
16,13,1,b59e13f90e06b83f51253cad09c1d236,1.94000000000233
13,12,1,b59e13f90e06b83f51253cad09c1d236,3.01000000000204
16,12,1,b59e13f90e06b83f51253cad09c1d236,3.97000000000116
14,16,1,b59e13f90e06b83f51253cad09c1d236,12.9700000000012
12,28,8,49aa3bdba400696670bc3ffb59cd0a6d,5.98999999999796
8,23,6,49aa3bdba400696670bc3ffb59cd0a6d,6.98999999999796
13,20,7,49aa3bdba400696670bc3ffb59cd0a6d,9
13,16,4,49aa3bdba400696670bc3ffb59cd0a6d,10.0099999999948
14,18,2,49aa3bdba400696670bc3ffb59cd0a6d,11
17,19,7,49aa3bdba400696670bc3ffb59cd0a6d,7.98999999999796
14,28,6,49aa3bdba400696670bc3ffb59cd0a6d,0
17,32,8,49aa3bdba400696670bc3ffb59cd0a6d,0.989999999997963
15,34,9,49aa3bdba400696670bc3ffb59cd0a6d,2.00999999999476
18,37,9,49aa3bdba400696670bc3ffb59cd0a6d,3
19,40,7,49aa3bdba400696670bc3ffb59cd0a6d,3.98999999999796
13,37,8,49aa3bdba400696670bc3ffb59cd0a6d,5.07999999999447
19,18,1,49aa3bdba400696670bc3ffb59cd0a6d,11.989999999998
17,17,3,49aa3bdba400696670bc3ffb59cd0a6d,12.989999999998
18,18,1,9fe8284e1c5a09b3762ff3515c7ef17b,7.9600000000064
17,18,1,9fe8284e1c5a09b3762ff3515c7ef17b,8.91000000000349
16,28,1,9fe8284e1c5a09b3762ff3515c7ef17b,4.92000000000553
17,30,1,9fe8284e1c5a09b3762ff3515c7ef17b,6.59000000000378
18,18,1,9fe8284e1c5a09b3762ff3515c7ef17b,12.010000000002
19,16,1,9fe8284e1c5a09b3762ff3515c7ef17b,13.070000000007
18,17,1,9fe8284e1c5a09b3762ff3515c7ef17b,10.010000000002
19,19,1,9fe8284e1c5a09b3762ff3515c7ef17b,10.9900000000052
18,18,1,9fe8284e1c5a09b3762ff3515c7ef17b,0
20,20,1,9fe8284e1c5a09b3762ff3515c7ef17b,0.940000000002328
17,27,1,9fe8284e1c5a09b3762ff3515c7ef17b,6.91000000000349
20,16,1,9fe8284e1c5a09b3762ff3515c7ef17b,2.93000000000029
21,32,4,9fe8284e1c5a09b3762ff3515c7ef17b,3.95000000000437
19,16,1,9fe8284e1c5a09b3762ff3515c7ef17b,1.93000000000029
21,12,1,4b8ec8a947b6e364ffdce4314f674303,7.04000000000087
21,11,1,4b8ec8a947b6e364ffdce4314f674303,8.08999999999651
23,13,1,4b8ec8a947b6e364ffdce4314f674303,10.1199999999953
20,11,1,4b8ec8a947b6e364ffdce4314f674303,11.0899999999965
23,11,1,4b8ec8a947b6e364ffdce4314f674303,12.0099999999948
19,13,1,4b8ec8a947b6e364ffdce4314f674303,9.18999999999505
19,19,1,4b8ec8a947b6e364ffdce4314f674303,0.989999999997963
20,14,1,4b8ec8a947b6e364ffdce4314f674303,2.00999999999476
20,11,1,4b8ec8a947b6e364ffdce4314f674303,3.00999999999476
20,19,1,4b8ec8a947b6e364ffdce4314f674303,0
19,13,1,4b8ec8a947b6e364ffdce4314f674303,5.02999999999884
20,12,1,4b8ec8a947b6e364ffdce4314f674303,5.98999999999796
18,11,1,4b8ec8a947b6e364ffdce4314f674303,13.1100000000006
18,12,1,4b8ec8a947b6e364ffdce4314f674303,4
22,10,1,267c7d12b7f8724cf9a661828ec409fc,7.02999999999884
22,10,1,267c7d12b7f8724cf9a661828ec409fc,8.01000000000204
25,10,1,267c7d12b7f8724cf9a661828ec409fc,13.5400000000009
25,10,1,267c7d12b7f8724cf9a661828ec409fc,13.5400000000009
25,10,1,267c7d12b7f8724cf9a661828ec409fc,10.1100000000006
25,10,2,267c7d12b7f8724cf9a661828ec409fc,11.0699999999997
28,11,1,267c7d12b7f8724cf9a661828ec409fc,1.01000000000204
28,10,1,267c7d12b7f8724cf9a661828ec409fc,2.16000000000349
29,10,1,267c7d12b7f8724cf9a661828ec409fc,3.05999999999767
19,13,2,267c7d12b7f8724cf9a661828ec409fc,0
22,11,2,267c7d12b7f8724cf9a661828ec409fc,6.65000000000146
30,11,1,267c7d12b7f8724cf9a661828ec409fc,4.13999999999942
14,21,1,9cf8db05ed5e2b895a4cbbb616c237b6,6.82999999999447
15,26,1,9cf8db05ed5e2b895a4cbbb616c237b6,7.86999999999534
15,30,1,9cf8db05ed5e2b895a4cbbb616c237b6,8.80999999999767
9,31,1,9cf8db05ed5e2b895a4cbbb616c237b6,13.0099999999948
15,30,1,9cf8db05ed5e2b895a4cbbb616c237b6,1.98999999999796
15,24,1,9cf8db05ed5e2b895a4cbbb616c237b6,3
10,38,5,9cf8db05ed5e2b895a4cbbb616c237b6,11.9399999999951
15,39,5,9cf8db05ed5e2b895a4cbbb616c237b6,0.970000000001164
15,34,1,9cf8db05ed5e2b895a4cbbb616c237b6,5.83999999999651
15,33,6,9cf8db05ed5e2b895a4cbbb616c237b6,0
12,43,12,9cf8db05ed5e2b895a4cbbb616c237b6,4.86000000000058
13,19,1,9cf8db05ed5e2b895a4cbbb616c237b6,4.00999999999476
20,34,4,d84f5fbe6b081af758b0a345dfcaf92f,0.850000000005821
22,20,1,d84f5fbe6b081af758b0a345dfcaf92f,0
13,24,1,d84f5fbe6b081af758b0a345dfcaf92f,10.9000000000015
17,21,1,d84f5fbe6b081af758b0a345dfcaf92f,12.8300000000017
30,30,1,d84f5fbe6b081af758b0a345dfcaf92f,2.81000000000495
23,35,1,d84f5fbe6b081af758b0a345dfcaf92f,3.87000000000262
19,33,1,d84f5fbe6b081af758b0a345dfcaf92f,5.80000000000291
22,33,1,d84f5fbe6b081af758b0a345dfcaf92f,1.99000000000524
18,32,1,d84f5fbe6b081af758b0a345dfcaf92f,8.85000000000582
12,25,1,d84f5fbe6b081af758b0a345dfcaf92f,9.88999999999942
16,37,1,d84f5fbe6b081af758b0a345dfcaf92f,7.91000000000349
16,25,3,e711133bd9fb199a178dbbf828181786,2.95000000000437
19,24,2,e711133bd9fb199a178dbbf828181786,0
20,20,3,e711133bd9fb199a178dbbf828181786,1.09000000000378
18,10,1,e711133bd9fb199a178dbbf828181786,10.9100000000035
18,12,1,e711133bd9fb199a178dbbf828181786,11.9200000000055
17,10,1,e711133bd9fb199a178dbbf828181786,12.9800000000032
18,13,1,e711133bd9fb199a178dbbf828181786,1.95000000000437
18,10,1,e711133bd9fb199a178dbbf828181786,5.97000000000116
19,14,1,e711133bd9fb199a178dbbf828181786,7.55000000000291
18,16,1,e711133bd9fb199a178dbbf828181786,3.91000000000349
18,10,1,e711133bd9fb199a178dbbf828181786,4.95000000000437
19,10,1,e711133bd9fb199a178dbbf828181786,9.94000000000233
17,14,1,e711133bd9fb199a178dbbf828181786,7.92000000000553
11,13,1,e711133bd9fb199a178dbbf828181786,9.06000000000495
22,20,1,56486f6346bdd660fd6a480f47985676,1.88999999999942
21,28,7,56486f6346bdd660fd6a480f47985676,0
20,40,1,56486f6346bdd660fd6a480f47985676,12.010000000002
30,22,1,56486f6346bdd660fd6a480f47985676,12.8799999999974
30,18,1,56486f6346bdd660fd6a480f47985676,7.87000000000262
25,32,2,56486f6346bdd660fd6a480f47985676,0.870000000002619
26,15,1,56486f6346bdd660fd6a480f47985676,3.87000000000262
30,28,1,56486f6346bdd660fd6a480f47985676,5.87999999999738
25,23,1,56486f6346bdd660fd6a480f47985676,2.86000000000058
25,23,1,56486f6346bdd660fd6a480f47985676,10.3700000000026
28,21,1,56486f6346bdd660fd6a480f47985676,10.9199999999983
27,21,1,56486f6346bdd660fd6a480f47985676,8.86000000000058
17,11,1,7c824bae9483c394aa76fbfd74011cd9,0
13,14,1,7c824bae9483c394aa76fbfd74011cd9,5.04999999999563
20,10,1,7c824bae9483c394aa76fbfd74011cd9,1.11000000000058
13,10,1,7c824bae9483c394aa76fbfd74011cd9,3.13999999999942
24,10,1,7c824bae9483c394aa76fbfd74011cd9,7.98999999999796
20,10,1,7c824bae9483c394aa76fbfd74011cd9,9
19,11,1,7c824bae9483c394aa76fbfd74011cd9,2.04000000000087
11,10,1,7c824bae9483c394aa76fbfd74011cd9,7.00999999999476
13,13,1,7c824bae9483c394aa76fbfd74011cd9,6
13,10,1,7c824bae9483c394aa76fbfd74011cd9,13.0599999999977
15,21,2,a4feabc9f8a01116aeaef40e4d6311a9,0
9,15,2,05ebfa44f0836b1e040613f1580923c2,1.80000000000291
15,14,2,05ebfa44f0836b1e040613f1580923c2,0.930000000000291
,,0,05ebfa44f0836b1e040613f1580923c2,3.31999999999971
15,15,5,05ebfa44f0836b1e040613f1580923c2,0
18,17,5,9bfd31b948fb1195c8523d34ca474224,0
18,19,1,9bfd31b948fb1195c8523d34ca474224,1
19,16,1,9bfd31b948fb1195c8523d34ca474224,2
17,16,1,9bfd31b948fb1195c8523d34ca474224,8
18,17,2,9bfd31b948fb1195c8523d34ca474224,5.06999999999971
19,17,2,9bfd31b948fb1195c8523d34ca474224,6
18,17,1,9bfd31b948fb1195c8523d34ca474224,4
17,19,1,9bfd31b948fb1195c8523d34ca474224,13.0999999999985
18,18,2,9bfd31b948fb1195c8523d34ca474224,9.09999999999854
17,17,2,9bfd31b948fb1195c8523d34ca474224,10
18,17,1,9bfd31b948fb1195c8523d34ca474224,7.02999999999884
17,21,1,9bfd31b948fb1195c8523d34ca474224,11
18,13,1,8339d143dcc8bd282917ab49dc70d911,1.05999999999767
19,10,1,8339d143dcc8bd282917ab49dc70d911,2
18,16,1,8339d143dcc8bd282917ab49dc70d911,3
22,19,1,8339d143dcc8bd282917ab49dc70d911,0
18,10,1,8339d143dcc8bd282917ab49dc70d911,13
18,10,1,8339d143dcc8bd282917ab49dc70d911,11.989999999998
18,11,1,8339d143dcc8bd282917ab49dc70d911,8.00999999999476
20,10,1,8339d143dcc8bd282917ab49dc70d911,4.04999999999563
17,10,1,8339d143dcc8bd282917ab49dc70d911,6.05999999999767
17,10,1,8339d143dcc8bd282917ab49dc70d911,7.11000000000058
16,10,1,8339d143dcc8bd282917ab49dc70d911,4.98999999999796
18,10,1,8339d143dcc8bd282917ab49dc70d911,10
18,10,1,8339d143dcc8bd282917ab49dc70d911,10.989999999998
18,10,1,8339d143dcc8bd282917ab49dc70d911,9.04999999999563
17,11,2,3c3c611f8dc0f0b5dd0a998ff47ea632,0.870000000002619
19,12,1,3c3c611f8dc0f0b5dd0a998ff47ea632,5.05999999999767
20,13,1,3c3c611f8dc0f0b5dd0a998ff47ea632,1.97999999999593
17,10,1,3c3c611f8dc0f0b5dd0a998ff47ea632,4
14,16,11,3c3c611f8dc0f0b5dd0a998ff47ea632,0
17,13,1,3c3c611f8dc0f0b5dd0a998ff47ea632,8.97000000000116
18,13,2,3c3c611f8dc0f0b5dd0a998ff47ea632,2.97000000000116
15,21,4,3c3c611f8dc0f0b5dd0a998ff47ea632,7.08999999999651
15,19,2,3c3c611f8dc0f0b5dd0a998ff47ea632,8.11000000000058
17,14,1,3c3c611f8dc0f0b5dd0a998ff47ea632,12.9700000000012
24,11,1,3c3c611f8dc0f0b5dd0a998ff47ea632,7.08000000000175
13,15,1,3c3c611f8dc0f0b5dd0a998ff47ea632,11.0699999999997
16,10,1,3c3c611f8dc0f0b5dd0a998ff47ea632,11.9799999999959
12,25,4,3c3c611f8dc0f0b5dd0a998ff47ea632,10.0499999999956
29,18,1,26d1024e884c060698041d68ee9086af,1.01000000000204
24,26,1,26d1024e884c060698041d68ee9086af,2.0199999999968
22,27,1,26d1024e884c060698041d68ee9086af,3.0199999999968
17,26,1,26d1024e884c060698041d68ee9086af,5.0199999999968
22,17,2,26d1024e884c060698041d68ee9086af,0
30,11,1,26d1024e884c060698041d68ee9086af,6.01000000000204
19,15,1,26d1024e884c060698041d68ee9086af,4.0199999999968
26,17,1,26d1024e884c060698041d68ee9086af,8.05000000000291
19,23,1,26d1024e884c060698041d68ee9086af,9.02999999999884
21,17,1,26d1024e884c060698041d68ee9086af,10.0199999999968
26,12,1,26d1024e884c060698041d68ee9086af,7.02999999999884
27,22,1,26d1024e884c060698041d68ee9086af,12
24,18,1,26d1024e884c060698041d68ee9086af,13.010000000002
30,30,1,26d1024e884c060698041d68ee9086af,11.010000000002
21,15,1,0f2892ab0d084267bfa105daa46dd7a9,0
21,24,2,0f2892ab0d084267bfa105daa46dd7a9,1.98999999999796
24,23,1,0f2892ab0d084267bfa105daa46dd7a9,3.98999999999796
25,24,1,0f2892ab0d084267bfa105daa46dd7a9,13
,,0,0f2892ab0d084267bfa105daa46dd7a9,1.31999999999971
21,29,2,0f2892ab0d084267bfa105daa46dd7a9,3.09999999999855
23,18,2,0f2892ab0d084267bfa105daa46dd7a9,6
22,21,1,0f2892ab0d084267bfa105daa46dd7a9,7
25,16,1,0f2892ab0d084267bfa105daa46dd7a9,8
23,18,1,0f2892ab0d084267bfa105daa46dd7a9,5
23,17,1,0f2892ab0d084267bfa105daa46dd7a9,10.0699999999997
20,36,5,0f2892ab0d084267bfa105daa46dd7a9,11.0400000000009
23,25,1,0f2892ab0d084267bfa105daa46dd7a9,12.0299999999988
22,20,1,0f2892ab0d084267bfa105daa46dd7a9,9
20,13,1,cf66bffe6bee1c07f6315929302a2c0d,0
22,11,1,cf66bffe6bee1c07f6315929302a2c0d,1.84000000000378
21,12,1,cf66bffe6bee1c07f6315929302a2c0d,2.84000000000378
22,12,1,cf66bffe6bee1c07f6315929302a2c0d,10.9199999999983
30,11,1,cf66bffe6bee1c07f6315929302a2c0d,0.860000000000582
25,14,1,cf66bffe6bee1c07f6315929302a2c0d,4.91000000000349
22,14,1,cf66bffe6bee1c07f6315929302a2c0d,5.84000000000378
23,11,1,cf66bffe6bee1c07f6315929302a2c0d,6.87000000000262
22,15,1,cf66bffe6bee1c07f6315929302a2c0d,3.84999999999855
21,13,1,cf66bffe6bee1c07f6315929302a2c0d,9.83000000000175
22,11,1,cf66bffe6bee1c07f6315929302a2c0d,10.9800000000032
23,12,1,cf66bffe6bee1c07f6315929302a2c0d,11.8899999999994
21,14,2,cf66bffe6bee1c07f6315929302a2c0d,12.9599999999991
23,13,1,cf66bffe6bee1c07f6315929302a2c0d,7.83000000000175
21,12,1,80a61e8014e1c4d2da0071adb724315d,0.950000000004366
16,10,1,80a61e8014e1c4d2da0071adb724315d,2.90000000000146
18,19,5,80a61e8014e1c4d2da0071adb724315d,0
14,10,1,80a61e8014e1c4d2da0071adb724315d,12.989999999998
21,11,1,80a61e8014e1c4d2da0071adb724315d,2.09000000000378
17,18,1,80a61e8014e1c4d2da0071adb724315d,5.90000000000146
14,13,1,80a61e8014e1c4d2da0071adb724315d,6.90000000000146
19,11,1,80a61e8014e1c4d2da0071adb724315d,3.90000000000146
17,14,1,80a61e8014e1c4d2da0071adb724315d,4.91000000000349
15,12,1,80a61e8014e1c4d2da0071adb724315d,9.93000000000029
15,14,1,80a61e8014e1c4d2da0071adb724315d,10.9000000000015
17,10,1,80a61e8014e1c4d2da0071adb724315d,7.90000000000146
,,0,80a61e8014e1c4d2da0071adb724315d,8.90000000000146
14,12,1,80a61e8014e1c4d2da0071adb724315d,8.90000000000146
13,15,1,80a61e8014e1c4d2da0071adb724315d,11.9599999999991
17,24,1,dff990ba7bc2a9deaabfcceaf4420eb0,2.0199999999968
16,28,2,dff990ba7bc2a9deaabfcceaf4420eb0,0
9,39,2,dff990ba7bc2a9deaabfcceaf4420eb0,1.06999999999971
19,32,1,dff990ba7bc2a9deaabfcceaf4420eb0,4.98999999999796
22,28,1,dff990ba7bc2a9deaabfcceaf4420eb0,6.02999999999884
19,28,1,dff990ba7bc2a9deaabfcceaf4420eb0,7.02999999999884
13,22,1,dff990ba7bc2a9deaabfcceaf4420eb0,13.0999999999985
15,22,1,dff990ba7bc2a9deaabfcceaf4420eb0,9.06999999999971
17,27,1,dff990ba7bc2a9deaabfcceaf4420eb0,10.0199999999968
15,22,1,dff990ba7bc2a9deaabfcceaf4420eb0,11.0699999999997
17,24,1,dff990ba7bc2a9deaabfcceaf4420eb0,2.98999999999796
16,27,1,dff990ba7bc2a9deaabfcceaf4420eb0,8.04000000000087
13,25,1,dff990ba7bc2a9deaabfcceaf4420eb0,12.0199999999968
20,19,4,85ab2ddb8577878d48a6c5147a2a7b72,0.989999999997963
20,12,2,85ab2ddb8577878d48a6c5147a2a7b72,2
17,13,3,85ab2ddb8577878d48a6c5147a2a7b72,0
22,16,4,85ab2ddb8577878d48a6c5147a2a7b72,5
22,17,3,85ab2ddb8577878d48a6c5147a2a7b72,6.09999999999855
21,14,2,85ab2ddb8577878d48a6c5147a2a7b72,6.98999999999796
16,15,1,85ab2ddb8577878d48a6c5147a2a7b72,4
19,15,2,85ab2ddb8577878d48a6c5147a2a7b72,9.06999999999971
20,10,1,85ab2ddb8577878d48a6c5147a2a7b72,10.0499999999956
20,13,2,85ab2ddb8577878d48a6c5147a2a7b72,11.0699999999997
19,18,4,85ab2ddb8577878d48a6c5147a2a7b72,3
21,10,2,85ab2ddb8577878d48a6c5147a2a7b72,13.0099999999948
19,15,2,85ab2ddb8577878d48a6c5147a2a7b72,12.0199999999968
21,12,4,85ab2ddb8577878d48a6c5147a2a7b72,8.15000000000146
20,24,3,c45d6c72bce2ff51c7169e467288dc0d,1.07999999999447
20,23,5,c45d6c72bce2ff51c7169e467288dc0d,2
19,24,2,c45d6c72bce2ff51c7169e467288dc0d,0
17,17,5,c45d6c72bce2ff51c7169e467288dc0d,12.989999999998
18,28,5,c45d6c72bce2ff51c7169e467288dc0d,5.0199999999968
20,26,4,c45d6c72bce2ff51c7169e467288dc0d,3.0199999999968
19,27,8,c45d6c72bce2ff51c7169e467288dc0d,4.00999999999476
19,18,7,c45d6c72bce2ff51c7169e467288dc0d,9.02999999999884
20,14,5,c45d6c72bce2ff51c7169e467288dc0d,6.07999999999447
21,18,7,c45d6c72bce2ff51c7169e467288dc0d,7.04000000000087
21,16,6,c45d6c72bce2ff51c7169e467288dc0d,8.04000000000087
18,13,2,c45d6c72bce2ff51c7169e467288dc0d,11.1399999999994
13,26,7,c45d6c72bce2ff51c7169e467288dc0d,12.0999999999985
20,24,8,c45d6c72bce2ff51c7169e467288dc0d,10.0400000000009
19,20,2,41f7ea2dacac1a0a02500d92de0c8881,0
18,18,1,41f7ea2dacac1a0a02500d92de0c8881,1.0399999999936
19,19,2,41f7ea2dacac1a0a02500d92de0c8881,12.9599999999991
15,24,2,41f7ea2dacac1a0a02500d92de0c8881,6.09999999999855
19,25,1,41f7ea2dacac1a0a02500d92de0c8881,2.96999999999389
16,26,3,41f7ea2dacac1a0a02500d92de0c8881,3.98999999999796
19,22,1,41f7ea2dacac1a0a02500d92de0c8881,5.0199999999968
21,25,1,41f7ea2dacac1a0a02500d92de0c8881,12.0599999999977
18,26,2,41f7ea2dacac1a0a02500d92de0c8881,7.97999999999593
17,33,3,41f7ea2dacac1a0a02500d92de0c8881,9.12999999999738
17,34,3,41f7ea2dacac1a0a02500d92de0c8881,9.97999999999593
22,25,2,41f7ea2dacac1a0a02500d92de0c8881,2.02999999999884
19,23,3,41f7ea2dacac1a0a02500d92de0c8881,7
21,26,4,41f7ea2dacac1a0a02500d92de0c8881,11.1800000000003
17,12,1,cd953cdb769cd32faaa8edf146fc0e4c,1.92000000000553
16,18,1,cd953cdb769cd32faaa8edf146fc0e4c,3.11000000000058
19,12,2,cd953cdb769cd32faaa8edf146fc0e4c,1.61000000000058
,,1,cd953cdb769cd32faaa8edf146fc0e4c,12.1500000000015
13,14,1,cd953cdb769cd32faaa8edf146fc0e4c,5.97000000000116
16,13,1,cd953cdb769cd32faaa8edf146fc0e4c,6.95000000000437
17,16,1,cd953cdb769cd32faaa8edf146fc0e4c,0
15,19,1,cd953cdb769cd32faaa8edf146fc0e4c,4.99000000000524
11,10,1,cd953cdb769cd32faaa8edf146fc0e4c,9.92000000000553
12,13,1,cd953cdb769cd32faaa8edf146fc0e4c,10.9500000000044
15,12,1,cd953cdb769cd32faaa8edf146fc0e4c,3.91000000000349
15,17,2,cd953cdb769cd32faaa8edf146fc0e4c,8.93000000000029
15,10,1,cd953cdb769cd32faaa8edf146fc0e4c,7.92000000000553
16,14,1,cd953cdb769cd32faaa8edf146fc0e4c,12.1500000000015
16,11,1,cd953cdb769cd32faaa8edf146fc0e4c,12.9200000000055
16,30,3,f119e530438f829407004db6de99db8f,2.0199999999968
25,16,1,f119e530438f829407004db6de99db8f,1
,,1,f119e530438f829407004db6de99db8f,9.04000000000087
25,17,1,f119e530438f829407004db6de99db8f,6.12000000000262
18,22,3,f119e530438f829407004db6de99db8f,3
16,27,3,f119e530438f829407004db6de99db8f,0
19,16,1,f119e530438f829407004db6de99db8f,5
24,12,1,f119e530438f829407004db6de99db8f,13
24,15,1,f119e530438f829407004db6de99db8f,8.05999999999767
14,20,1,f119e530438f829407004db6de99db8f,4.05000000000291
19,15,1,f119e530438f829407004db6de99db8f,12
21,10,1,f119e530438f829407004db6de99db8f,10.0699999999997
19,13,1,82e9ea2be7bb07aa44ad21c710be3f89,7.62999999999738
21,25,2,82e9ea2be7bb07aa44ad21c710be3f89,0
19,34,2,82e9ea2be7bb07aa44ad21c710be3f89,2.98999999999796
16,18,1,82e9ea2be7bb07aa44ad21c710be3f89,5.02999999999884
16,22,1,82e9ea2be7bb07aa44ad21c710be3f89,11.0799999999945
14,16,1,82e9ea2be7bb07aa44ad21c710be3f89,13.0199999999968
11,30,1,82e9ea2be7bb07aa44ad21c710be3f89,3.98999999999796
15,35,2,82e9ea2be7bb07aa44ad21c710be3f89,8.98999999999796
16,21,1,82e9ea2be7bb07aa44ad21c710be3f89,8
22,12,1,89822e0e37f4fd46f09fce8c50099e67,8.11000000000058
23,11,1,89822e0e37f4fd46f09fce8c50099e67,9.0199999999968
20,12,1,89822e0e37f4fd46f09fce8c50099e67,1
22,11,1,89822e0e37f4fd46f09fce8c50099e67,2
22,23,1,89822e0e37f4fd46f09fce8c50099e67,3.01000000000204
23,16,1,89822e0e37f4fd46f09fce8c50099e67,4.02999999999884
23,11,1,89822e0e37f4fd46f09fce8c50099e67,5
22,18,1,89822e0e37f4fd46f09fce8c50099e67,6.12999999999738
22,11,1,89822e0e37f4fd46f09fce8c50099e67,7
25,20,1,89822e0e37f4fd46f09fce8c50099e67,13
23,20,1,89822e0e37f4fd46f09fce8c50099e67,10.0800000000017
24,22,1,89822e0e37f4fd46f09fce8c50099e67,11.0800000000017
24,27,1,89822e0e37f4fd46f09fce8c50099e67,12.0599999999977
21,15,1,89822e0e37f4fd46f09fce8c50099e67,0
13,10,1,4b0e95f2fc6e75691b61a3e0780263f2,8.04000000000087
15,18,1,4b0e95f2fc6e75691b61a3e0780263f2,0.900000000001455
15,16,1,4b0e95f2fc6e75691b61a3e0780263f2,1.94000000000233
13,10,1,4b0e95f2fc6e75691b61a3e0780263f2,3
14,11,1,4b0e95f2fc6e75691b61a3e0780263f2,3.90999999999622
15,10,1,4b0e95f2fc6e75691b61a3e0780263f2,5
15,10,1,4b0e95f2fc6e75691b61a3e0780263f2,5.90999999999622
15,10,1,4b0e95f2fc6e75691b61a3e0780263f2,6.94000000000233
11,10,1,4b0e95f2fc6e75691b61a3e0780263f2,11.9300000000003
13,10,1,4b0e95f2fc6e75691b61a3e0780263f2,8.90000000000146
13,11,1,4b0e95f2fc6e75691b61a3e0780263f2,9.95999999999913
14,10,1,4b0e95f2fc6e75691b61a3e0780263f2,10.9000000000015
10,14,1,4b0e95f2fc6e75691b61a3e0780263f2,12.8899999999994
15,21,2,4b0e95f2fc6e75691b61a3e0780263f2,0
17,34,1,86333692f20c2f68afb52a496ae0c6db,6.02999999999884
19,22,2,86333692f20c2f68afb52a496ae0c6db,0
17,30,1,86333692f20c2f68afb52a496ae0c6db,1.0199999999968
19,26,1,86333692f20c2f68afb52a496ae0c6db,3
18,24,1,86333692f20c2f68afb52a496ae0c6db,3
15,35,5,86333692f20c2f68afb52a496ae0c6db,4
16,31,3,86333692f20c2f68afb52a496ae0c6db,5
17,26,1,86333692f20c2f68afb52a496ae0c6db,9.16999999999825
26,30,1,86333692f20c2f68afb52a496ae0c6db,11.0400000000009
16,29,1,86333692f20c2f68afb52a496ae0c6db,7.02999999999884
17,29,1,86333692f20c2f68afb52a496ae0c6db,8.01000000000204
25,11,1,86333692f20c2f68afb52a496ae0c6db,10
17,18,1,86333692f20c2f68afb52a496ae0c6db,13.010000000002
17,17,2,86333692f20c2f68afb52a496ae0c6db,12.0500000000029
7,18,1,891a58cd2204aa7ba82f7a8a97737331,6.86000000000058
4,15,1,891a58cd2204aa7ba82f7a8a97737331,7.86000000000058
14,14,2,891a58cd2204aa7ba82f7a8a97737331,0
21,13,1,891a58cd2204aa7ba82f7a8a97737331,1.91000000000349
18,13,1,891a58cd2204aa7ba82f7a8a97737331,3.09000000000378
8,13,1,891a58cd2204aa7ba82f7a8a97737331,4.91000000000349
0,23,1,891a58cd2204aa7ba82f7a8a97737331,5.98999999999796
7,12,1,891a58cd2204aa7ba82f7a8a97737331,11.8700000000026
14,19,1,891a58cd2204aa7ba82f7a8a97737331,3.86000000000058
10,23,1,891a58cd2204aa7ba82f7a8a97737331,9.91000000000349
4,16,1,891a58cd2204aa7ba82f7a8a97737331,10.8600000000006
15,31,1,891a58cd2204aa7ba82f7a8a97737331,8.87000000000262
9,19,1,891a58cd2204aa7ba82f7a8a97737331,12.9000000000015
19,12,1,f219eb15f7c9b41373a8cb30e270bb13,7.00999999999476
24,15,1,f219eb15f7c9b41373a8cb30e270bb13,0
