progress_total,panas_negative,stress_total,partno,realtime
20,10,1,690932590fe28b33f710309ee64db72a,11.0400000000009
16,18,1,690932590fe28b33f710309ee64db72a,12.0999999999985
20,19,1,690932590fe28b33f710309ee64db72a,13.0199999999968
17,16,1,690932590fe28b33f710309ee64db72a,14.6699999999983
16,28,1,690932590fe28b33f710309ee64db72a,3
16,24,2,54a484381886be2da2eb5c7a17f6ed33,0
16,10,1,54a484381886be2da2eb5c7a17f6ed33,1.91999999999825
14,11,1,54a484381886be2da2eb5c7a17f6ed33,2.91999999999825
19,22,1,54a484381886be2da2eb5c7a17f6ed33,3.91999999999825
18,13,1,54a484381886be2da2eb5c7a17f6ed33,4.91999999999825
19,16,1,54a484381886be2da2eb5c7a17f6ed33,5.91999999999825
18,13,1,54a484381886be2da2eb5c7a17f6ed33,6.93000000000029
17,10,1,54a484381886be2da2eb5c7a17f6ed33,7.94999999999709
16,12,1,54a484381886be2da2eb5c7a17f6ed33,8.91999999999825
17,11,1,54a484381886be2da2eb5c7a17f6ed33,9.91999999999825
17,10,1,54a484381886be2da2eb5c7a17f6ed33,10.9199999999983
16,10,1,54a484381886be2da2eb5c7a17f6ed33,11.9199999999983
15,13,1,54a484381886be2da2eb5c7a17f6ed33,12.9300000000003
19,14,1,54a484381886be2da2eb5c7a17f6ed33,0.919999999998254
16,21,1,56be0b1a8fe981b35754929bbc48cf84,0
9,25,1,56be0b1a8fe981b35754929bbc48cf84,2.27999999999884
11,19,1,56be0b1a8fe981b35754929bbc48cf84,2.93999999999505
11,24,1,56be0b1a8fe981b35754929bbc48cf84,3.94999999999709
10,23,1,56be0b1a8fe981b35754929bbc48cf84,4.91999999999825
12,23,1,56be0b1a8fe981b35754929bbc48cf84,5.93999999999505
11,26,1,56be0b1a8fe981b35754929bbc48cf84,6.91999999999825
12,23,1,56be0b1a8fe981b35754929bbc48cf84,7.93000000000029
10,22,1,56be0b1a8fe981b35754929bbc48cf84,8.91999999999825
10,25,1,56be0b1a8fe981b35754929bbc48cf84,9.91999999999825
12,20,1,56be0b1a8fe981b35754929bbc48cf84,10.9199999999983
10,21,1,56be0b1a8fe981b35754929bbc48cf84,11.9300000000003
10,23,1,56be0b1a8fe981b35754929bbc48cf84,12.9199999999983
14,23,1,56be0b1a8fe981b35754929bbc48cf84,0.989999999997963
,,0,56be0b1a8fe981b35754929bbc48cf84,2.95999999999913
24,33,1,5af60848ee27cd76580884b2c3142042,2.04000000000087
27,30,1,5af60848ee27cd76580884b2c3142042,2.43000000000029
22,26,1,5af60848ee27cd76580884b2c3142042,3.58000000000175
25,27,1,5af60848ee27cd76580884b2c3142042,4.59000000000378
25,38,1,5af60848ee27cd76580884b2c3142042,6.36000000000058
18,24,1,5af60848ee27cd76580884b2c3142042,6.69999999999709
12,37,1,5af60848ee27cd76580884b2c3142042,8.02999999999884
25,33,3,5af60848ee27cd76580884b2c3142042,10.3700000000026
17,36,4,5af60848ee27cd76580884b2c3142042,11.3400000000038
22,32,1,5af60848ee27cd76580884b2c3142042,13.3300000000017
16,30,2,5af60848ee27cd76580884b2c3142042,12.4499999999971
21,20,2,5af60848ee27cd76580884b2c3142042,0
25,37,1,5af60848ee27cd76580884b2c3142042,0.650000000001455
21,14,1,724d9b0e5536309b6e06cc838707ec41,1.98999999999796
19,13,1,724d9b0e5536309b6e06cc838707ec41,2.98999999999796
18,12,1,724d9b0e5536309b6e06cc838707ec41,4.73999999999796
19,12,1,724d9b0e5536309b6e06cc838707ec41,4.94999999999709
18,12,1,724d9b0e5536309b6e06cc838707ec41,6.06999999999971
16,12,1,724d9b0e5536309b6e06cc838707ec41,6.94999999999709
18,10,1,724d9b0e5536309b6e06cc838707ec41,7.94000000000233
19,12,1,724d9b0e5536309b6e06cc838707ec41,8.94000000000233
18,12,1,724d9b0e5536309b6e06cc838707ec41,9.93000000000029
18,12,1,724d9b0e5536309b6e06cc838707ec41,10.9800000000032
18,11,1,724d9b0e5536309b6e06cc838707ec41,11.9400000000023
18,12,1,724d9b0e5536309b6e06cc838707ec41,12.9800000000032
20,14,1,724d9b0e5536309b6e06cc838707ec41,0
19,13,1,724d9b0e5536309b6e06cc838707ec41,1.08000000000175
20,19,1,2ec79fcc04d239ef810c3957a1dd53c1,0
26,18,1,2ec79fcc04d239ef810c3957a1dd53c1,3
26,19,1,2ec79fcc04d239ef810c3957a1dd53c1,4
25,18,1,2ec79fcc04d239ef810c3957a1dd53c1,5
25,14,1,2ec79fcc04d239ef810c3957a1dd53c1,6.01000000000204
25,19,1,2ec79fcc04d239ef810c3957a1dd53c1,7.01000000000204
25,13,1,2ec79fcc04d239ef810c3957a1dd53c1,8
24,14,1,2ec79fcc04d239ef810c3957a1dd53c1,9
25,14,1,2ec79fcc04d239ef810c3957a1dd53c1,10.0199999999968
25,14,1,2ec79fcc04d239ef810c3957a1dd53c1,11
25,14,1,2ec79fcc04d239ef810c3957a1dd53c1,12.0199999999968
25,14,1,2ec79fcc04d239ef810c3957a1dd53c1,13.0400000000009
21,14,1,2ec79fcc04d239ef810c3957a1dd53c1,2
22,12,1,2ec79fcc04d239ef810c3957a1dd53c1,2.01000000000204
21,36,6,b56fb50a50ea0941515b023b67240b73,1.88999999999942
18,16,1,b56fb50a50ea0941515b023b67240b73,2.81999999999971
21,23,1,b56fb50a50ea0941515b023b67240b73,3.81999999999971
21,20,2,b56fb50a50ea0941515b023b67240b73,4.83000000000175
20,34,4,b56fb50a50ea0941515b023b67240b73,6.38999999999942
19,22,3,b56fb50a50ea0941515b023b67240b73,7.81999999999971
17,38,6,b56fb50a50ea0941515b023b67240b73,8.81999999999971
20,34,1,b56fb50a50ea0941515b023b67240b73,9.90999999999622
21,23,2,b56fb50a50ea0941515b023b67240b73,10.8899999999994
22,21,1,b56fb50a50ea0941515b023b67240b73,11.8399999999965
26,39,3,b56fb50a50ea0941515b023b67240b73,0
24,34,3,b56fb50a50ea0941515b023b67240b73,0.819999999999709
22,12,1,96bc7f287d9bb3add514123b8e16560e,0
20,12,2,96bc7f287d9bb3add514123b8e16560e,3.06999999999971
18,11,1,96bc7f287d9bb3add514123b8e16560e,4
18,10,1,96bc7f287d9bb3add514123b8e16560e,5.01000000000204
18,10,1,96bc7f287d9bb3add514123b8e16560e,6.02999999999884
20,12,1,96bc7f287d9bb3add514123b8e16560e,7.09999999999855
22,12,1,96bc7f287d9bb3add514123b8e16560e,8.02999999999884
19,11,1,96bc7f287d9bb3add514123b8e16560e,9.0199999999968
18,10,1,96bc7f287d9bb3add514123b8e16560e,11
18,10,1,96bc7f287d9bb3add514123b8e16560e,12.010000000002
20,11,1,96bc7f287d9bb3add514123b8e16560e,13.0400000000009
22,15,2,96bc7f287d9bb3add514123b8e16560e,1.01000000000204
18,12,1,96bc7f287d9bb3add514123b8e16560e,2.01000000000204
27,22,3,61c9f61a73603888e1976c02d57b9b20,1.08000000000175
26,22,5,61c9f61a73603888e1976c02d57b9b20,2
24,23,9,61c9f61a73603888e1976c02d57b9b20,0
27,20,1,61c9f61a73603888e1976c02d57b9b20,3.01000000000204
24,11,1,01e1a6c324bb6b0a4871f4cf647b06a5,0.989999999997963
24,23,1,01e1a6c324bb6b0a4871f4cf647b06a5,3.04999999999563
18,10,1,01e1a6c324bb6b0a4871f4cf647b06a5,5.05999999999767
18,10,1,01e1a6c324bb6b0a4871f4cf647b06a5,1.98999999999796
15,36,1,01e1a6c324bb6b0a4871f4cf647b06a5,7.68999999999505
21,14,1,01e1a6c324bb6b0a4871f4cf647b06a5,4.15000000000146
12,26,1,01e1a6c324bb6b0a4871f4cf647b06a5,10.0799999999945
16,12,1,01e1a6c324bb6b0a4871f4cf647b06a5,6.0199999999968
17,15,1,01e1a6c324bb6b0a4871f4cf647b06a5,12.6100000000006
17,15,1,01e1a6c324bb6b0a4871f4cf647b06a5,8.02999999999884
17,26,3,01e1a6c324bb6b0a4871f4cf647b06a5,0
,,0,01e1a6c324bb6b0a4871f4cf647b06a5,13.1399999999994
12,29,1,01e1a6c324bb6b0a4871f4cf647b06a5,11.0699999999997
18,10,1,9065f8879d57bf0f7ef36ba326f69878,4
18,10,1,9065f8879d57bf0f7ef36ba326f69878,5
18,10,1,9065f8879d57bf0f7ef36ba326f69878,6
18,13,1,9065f8879d57bf0f7ef36ba326f69878,3
18,10,1,9065f8879d57bf0f7ef36ba326f69878,8
18,10,1,9065f8879d57bf0f7ef36ba326f69878,9
24,10,1,9065f8879d57bf0f7ef36ba326f69878,10.0699999999997
18,10,2,9065f8879d57bf0f7ef36ba326f69878,7
18,10,1,9065f8879d57bf0f7ef36ba326f69878,12.0599999999977
25,17,1,9065f8879d57bf0f7ef36ba326f69878,0
18,10,1,9065f8879d57bf0f7ef36ba326f69878,1.01000000000204
18,10,1,9065f8879d57bf0f7ef36ba326f69878,2
18,10,1,9065f8879d57bf0f7ef36ba326f69878,11.0800000000017
18,10,1,9065f8879d57bf0f7ef36ba326f69878,13.010000000002
16,37,3,6cf011aed4ff43df2f27651d3a4ed402,0
18,31,2,6cf011aed4ff43df2f27651d3a4ed402,0.349999999998545
23,16,1,9bdd600f3729abfeb8060bb1e0ef59bb,0
19,10,1,cff4a1508f3d1dfd1f53c9996df31fe7,1.12999999999738
19,10,1,cff4a1508f3d1dfd1f53c9996df31fe7,0
21,10,1,cff4a1508f3d1dfd1f53c9996df31fe7,6.0199999999968
20,10,1,cff4a1508f3d1dfd1f53c9996df31fe7,2
22,11,1,cff4a1508f3d1dfd1f53c9996df31fe7,4.05000000000291
18,10,1,cff4a1508f3d1dfd1f53c9996df31fe7,10.010000000002
20,10,1,cff4a1508f3d1dfd1f53c9996df31fe7,7
21,10,1,cff4a1508f3d1dfd1f53c9996df31fe7,3
17,10,1,cff4a1508f3d1dfd1f53c9996df31fe7,9
,,1,cff4a1508f3d1dfd1f53c9996df31fe7,4.05000000000291
18,10,1,cff4a1508f3d1dfd1f53c9996df31fe7,11
18,14,1,cff4a1508f3d1dfd1f53c9996df31fe7,12
19,10,1,cff4a1508f3d1dfd1f53c9996df31fe7,8.01000000000204
18,10,1,cff4a1508f3d1dfd1f53c9996df31fe7,13.010000000002
19,18,1,5c64e1e5ef114943bcc1ecfb60dc7ed8,0
15,26,1,5c64e1e5ef114943bcc1ecfb60dc7ed8,5.02999999999884
15,30,1,5c64e1e5ef114943bcc1ecfb60dc7ed8,0.940000000002328
15,30,1,5c64e1e5ef114943bcc1ecfb60dc7ed8,2.97000000000116
16,25,1,5c64e1e5ef114943bcc1ecfb60dc7ed8,8.9800000000032
16,30,1,5c64e1e5ef114943bcc1ecfb60dc7ed8,6
15,30,1,5c64e1e5ef114943bcc1ecfb60dc7ed8,7.06999999999971
15,30,1,5c64e1e5ef114943bcc1ecfb60dc7ed8,3.97000000000116
20,11,1,5c64e1e5ef114943bcc1ecfb60dc7ed8,1.95999999999913
15,30,1,5c64e1e5ef114943bcc1ecfb60dc7ed8,9.95000000000437
15,30,1,5c64e1e5ef114943bcc1ecfb60dc7ed8,10.9800000000032
16,30,2,5c64e1e5ef114943bcc1ecfb60dc7ed8,8.01000000000204
15,30,1,5c64e1e5ef114943bcc1ecfb60dc7ed8,12.9500000000044
19,16,1,400de9a3a57f80deddd3efd3989d8899,0.969999999993888
20,14,1,400de9a3a57f80deddd3efd3989d8899,5.0199999999968
26,10,3,400de9a3a57f80deddd3efd3989d8899,1.93000000000029
24,14,1,400de9a3a57f80deddd3efd3989d8899,3.33999999999651
18,16,8,400de9a3a57f80deddd3efd3989d8899,0
23,10,1,400de9a3a57f80deddd3efd3989d8899,5.91999999999825
24,10,1,400de9a3a57f80deddd3efd3989d8899,6.87999999999738
23,10,1,400de9a3a57f80deddd3efd3989d8899,3.7699999999968
9,14,2,0976fd2b2fe940226cf03b7e6ad595d4,1.05000000000291
12,34,1,0976fd2b2fe940226cf03b7e6ad595d4,5.99000000000524
22,19,1,0976fd2b2fe940226cf03b7e6ad595d4,7.05000000000291
16,29,1,0976fd2b2fe940226cf03b7e6ad595d4,8.13000000000466
16,27,1,0976fd2b2fe940226cf03b7e6ad595d4,9.06000000000495
23,29,1,0976fd2b2fe940226cf03b7e6ad595d4,10.2800000000061
20,13,1,0976fd2b2fe940226cf03b7e6ad595d4,11.1900000000023
20,15,1,0976fd2b2fe940226cf03b7e6ad595d4,12.1900000000023
15,20,2,0976fd2b2fe940226cf03b7e6ad595d4,0
11,22,1,0976fd2b2fe940226cf03b7e6ad595d4,2.9800000000032
17,25,1,0976fd2b2fe940226cf03b7e6ad595d4,3.99000000000524
11,27,2,0976fd2b2fe940226cf03b7e6ad595d4,5.14000000000669
15,20,1,0976fd2b2fe940226cf03b7e6ad595d4,1.9800000000032
20,27,1,53f4b91d365315929c2b2d108a6cf62f,7.02999999999884
27,15,1,53f4b91d365315929c2b2d108a6cf62f,0
21,15,1,53f4b91d365315929c2b2d108a6cf62f,1
14,21,1,53f4b91d365315929c2b2d108a6cf62f,8.15000000000146
24,26,1,53f4b91d365315929c2b2d108a6cf62f,2.16999999999825
24,21,1,53f4b91d365315929c2b2d108a6cf62f,3.02999999999884
18,30,1,53f4b91d365315929c2b2d108a6cf62f,6.06999999999971
16,25,6,6c8055cba161920a6ac88f3b945fed2b,0
15,17,4,6c8055cba161920a6ac88f3b945fed2b,1
18,27,4,6c8055cba161920a6ac88f3b945fed2b,1.97000000000116
14,20,1,6c8055cba161920a6ac88f3b945fed2b,2.91999999999825
17,16,1,6c8055cba161920a6ac88f3b945fed2b,3.91999999999825
14,21,2,6c8055cba161920a6ac88f3b945fed2b,5.06999999999971
15,22,2,6c8055cba161920a6ac88f3b945fed2b,5.91999999999825
14,27,2,6c8055cba161920a6ac88f3b945fed2b,6.91999999999825
23,18,1,6c8055cba161920a6ac88f3b945fed2b,9.04999999999563
12,38,4,6c8055cba161920a6ac88f3b945fed2b,13.1199999999953
12,41,3,6c8055cba161920a6ac88f3b945fed2b,9.91999999999825
14,25,1,6c8055cba161920a6ac88f3b945fed2b,10.9199999999983
13,31,6,6c8055cba161920a6ac88f3b945fed2b,12.0699999999997
9,14,1,c9c57200c8674f9c6f5d9cf379674d23,1.12000000000262
9,12,1,c9c57200c8674f9c6f5d9cf379674d23,2.02999999999884
12,12,1,c9c57200c8674f9c6f5d9cf379674d23,3.72000000000116
9,12,1,c9c57200c8674f9c6f5d9cf379674d23,4.01000000000204
9,10,1,c9c57200c8674f9c6f5d9cf379674d23,6.16999999999825
9,10,1,c9c57200c8674f9c6f5d9cf379674d23,7.19000000000233
10,11,1,c9c57200c8674f9c6f5d9cf379674d23,8.66000000000349
9,12,1,c9c57200c8674f9c6f5d9cf379674d23,9.0199999999968
12,11,1,c9c57200c8674f9c6f5d9cf379674d23,10.1500000000015
11,12,1,c9c57200c8674f9c6f5d9cf379674d23,0
11,12,1,c9c57200c8674f9c6f5d9cf379674d23,5
10,10,1,c9c57200c8674f9c6f5d9cf379674d23,11.1800000000003
9,10,1,c9c57200c8674f9c6f5d9cf379674d23,12
10,10,2,c9c57200c8674f9c6f5d9cf379674d23,13
21,10,1,8dd2db5493d11b8646a540b8af112106,2
21,10,1,8dd2db5493d11b8646a540b8af112106,3
22,10,1,8dd2db5493d11b8646a540b8af112106,4.04000000000087
21,12,1,8dd2db5493d11b8646a540b8af112106,5.01000000000204
20,13,2,8dd2db5493d11b8646a540b8af112106,6.01000000000204
21,11,1,8dd2db5493d11b8646a540b8af112106,8.05000000000291
20,12,1,8dd2db5493d11b8646a540b8af112106,9
19,10,1,8dd2db5493d11b8646a540b8af112106,11
20,11,1,8dd2db5493d11b8646a540b8af112106,12.010000000002
22,12,3,8dd2db5493d11b8646a540b8af112106,0
20,10,1,8dd2db5493d11b8646a540b8af112106,13.010000000002
14,24,1,50cc439ff994caa780f0afcec9e574d6,4.93000000000029
15,16,1,50cc439ff994caa780f0afcec9e574d6,5.94000000000233
10,20,1,50cc439ff994caa780f0afcec9e574d6,6.94000000000233
17,16,1,50cc439ff994caa780f0afcec9e574d6,3.97000000000116
16,10,1,50cc439ff994caa780f0afcec9e574d6,8.97000000000116
18,12,1,50cc439ff994caa780f0afcec9e574d6,9.93000000000029
19,14,1,50cc439ff994caa780f0afcec9e574d6,10.9300000000003
14,14,1,50cc439ff994caa780f0afcec9e574d6,7.94000000000233
17,16,1,50cc439ff994caa780f0afcec9e574d6,0
19,10,1,50cc439ff994caa780f0afcec9e574d6,0.970000000001164
19,12,2,50cc439ff994caa780f0afcec9e574d6,2.0199999999968
16,31,2,50cc439ff994caa780f0afcec9e574d6,2.94000000000233
18,22,1,50cc439ff994caa780f0afcec9e574d6,11.9499999999971
15,16,1,50cc439ff994caa780f0afcec9e574d6,12.9400000000023
21,14,1,246b5f5e94754557f7745a9d61287ea5,5.04000000000087
25,12,1,246b5f5e94754557f7745a9d61287ea5,6
21,12,1,246b5f5e94754557f7745a9d61287ea5,3.12999999999738
21,12,1,246b5f5e94754557f7745a9d61287ea5,4.01000000000204
15,11,1,246b5f5e94754557f7745a9d61287ea5,9.12000000000262
17,10,1,246b5f5e94754557f7745a9d61287ea5,10.1500000000015
18,13,1,246b5f5e94754557f7745a9d61287ea5,7.09999999999855
13,14,1,246b5f5e94754557f7745a9d61287ea5,8.20999999999913
22,14,1,246b5f5e94754557f7745a9d61287ea5,0
20,22,1,246b5f5e94754557f7745a9d61287ea5,1.0199999999968
17,20,1,246b5f5e94754557f7745a9d61287ea5,2.05999999999767
15,12,1,246b5f5e94754557f7745a9d61287ea5,11
14,16,1,246b5f5e94754557f7745a9d61287ea5,12.1500000000015
23,13,1,08283d575da491f34de189372673a9fe,5.0199999999968
21,12,2,08283d575da491f34de189372673a9fe,5.93000000000029
22,12,1,08283d575da491f34de189372673a9fe,6.94999999999709
22,17,3,08283d575da491f34de189372673a9fe,0
24,15,2,08283d575da491f34de189372673a9fe,0.989999999997963
21,13,1,08283d575da491f34de189372673a9fe,9.93000000000029
22,12,1,08283d575da491f34de189372673a9fe,11
22,12,1,08283d575da491f34de189372673a9fe,7.94000000000233
22,11,1,08283d575da491f34de189372673a9fe,8.93000000000029
21,12,1,08283d575da491f34de189372673a9fe,1.93000000000029
22,13,1,08283d575da491f34de189372673a9fe,2.93000000000029
24,12,1,08283d575da491f34de189372673a9fe,4.02999999999884
22,14,1,08283d575da491f34de189372673a9fe,12.0199999999968
22,11,1,08283d575da491f34de189372673a9fe,13.010000000002
6,11,1,50aa14c87fada23baf583b7e789c2239,4.91999999999825
16,14,1,50aa14c87fada23baf583b7e789c2239,6.00999999999476
11,14,1,50aa14c87fada23baf583b7e789c2239,2.97999999999593
13,12,1,50aa14c87fada23baf583b7e789c2239,3.91999999999825
9,11,1,50aa14c87fada23baf583b7e789c2239,9.11000000000058
7,17,1,50aa14c87fada23baf583b7e789c2239,9.95999999999913
14,14,1,50aa14c87fada23baf583b7e789c2239,6.93000000000029
12,12,1,50aa14c87fada23baf583b7e789c2239,7.93000000000029
18,35,2,50aa14c87fada23baf583b7e789c2239,0
13,15,1,50aa14c87fada23baf583b7e789c2239,0.939999999995052
18,12,1,50aa14c87fada23baf583b7e789c2239,1.91999999999825
10,25,1,50aa14c87fada23baf583b7e789c2239,10.989999999998
16,23,1,50aa14c87fada23baf583b7e789c2239,12.5699999999997
14,28,1,50aa14c87fada23baf583b7e789c2239,12.9199999999983
18,10,1,a3a27ab14eacdabf682cb4f5c3d87274,3.15999999999622
21,17,4,a3a27ab14eacdabf682cb4f5c3d87274,0
21,17,3,a3a27ab14eacdabf682cb4f5c3d87274,1.08999999999651
21,11,1,a3a27ab14eacdabf682cb4f5c3d87274,1.98999999999796
20,10,1,a3a27ab14eacdabf682cb4f5c3d87274,7.05999999999767
20,13,1,a3a27ab14eacdabf682cb4f5c3d87274,4
19,14,1,a3a27ab14eacdabf682cb4f5c3d87274,5.02999999999884
20,12,1,a3a27ab14eacdabf682cb4f5c3d87274,6.11000000000058
20,11,1,a3a27ab14eacdabf682cb4f5c3d87274,8.98999999999796
20,12,1,a3a27ab14eacdabf682cb4f5c3d87274,12.0099999999948
19,11,1,a3a27ab14eacdabf682cb4f5c3d87274,13.0899999999965
20,10,1,a3a27ab14eacdabf682cb4f5c3d87274,11
21,10,1,a3a27ab14eacdabf682cb4f5c3d87274,8.11000000000058
21,11,1,a3a27ab14eacdabf682cb4f5c3d87274,10.0799999999945
11,11,1,7f419ddbb80553f511b2617551d78336,3.04000000000087
12,23,2,7f419ddbb80553f511b2617551d78336,2.15000000000146
15,18,1,7f419ddbb80553f511b2617551d78336,7
9,18,2,7f419ddbb80553f511b2617551d78336,4.04000000000087
14,14,1,7f419ddbb80553f511b2617551d78336,5.02999999999884
14,14,5,7f419ddbb80553f511b2617551d78336,6.15000000000146
17,17,1,7f419ddbb80553f511b2617551d78336,11.010000000002
14,14,1,7f419ddbb80553f511b2617551d78336,8.55999999999767
14,22,1,7f419ddbb80553f511b2617551d78336,9
19,16,1,7f419ddbb80553f511b2617551d78336,10.010000000002
11,19,5,7f419ddbb80553f511b2617551d78336,1.19999999999709
12,20,4,7f419ddbb80553f511b2617551d78336,0
15,19,1,7f419ddbb80553f511b2617551d78336,12
21,14,1,7f419ddbb80553f511b2617551d78336,13.0199999999968
20,28,1,2135130a4b59178212ee7abce863aa19,4.98999999999796
18,30,1,2135130a4b59178212ee7abce863aa19,6.0199999999968
18,27,3,2135130a4b59178212ee7abce863aa19,3.14999999999418
19,28,3,2135130a4b59178212ee7abce863aa19,4.00999999999476
20,19,1,2135130a4b59178212ee7abce863aa19,8.97999999999593
22,30,1,2135130a4b59178212ee7abce863aa19,11.0399999999936
21,38,1,2135130a4b59178212ee7abce863aa19,7.89999999999418
20,33,1,2135130a4b59178212ee7abce863aa19,7.94999999999709
20,23,1,2135130a4b59178212ee7abce863aa19,0
18,24,1,2135130a4b59178212ee7abce863aa19,0.989999999997963
24,30,1,2135130a4b59178212ee7abce863aa19,1.96999999999389
21,30,1,2135130a4b59178212ee7abce863aa19,11.0399999999936
23,30,1,2135130a4b59178212ee7abce863aa19,12.1199999999953
15,30,1,2135130a4b59178212ee7abce863aa19,12.9499999999971
14,29,1,37b46d56a0c9c0cf68fd79542591e287,5.01000000000204
15,22,3,37b46d56a0c9c0cf68fd79542591e287,2
20,28,3,37b46d56a0c9c0cf68fd79542591e287,3.02999999999884
12,22,1,37b46d56a0c9c0cf68fd79542591e287,4.02999999999884
15,31,1,37b46d56a0c9c0cf68fd79542591e287,9.09999999999854
16,22,1,37b46d56a0c9c0cf68fd79542591e287,6.08000000000175
16,27,1,37b46d56a0c9c0cf68fd79542591e287,7
15,24,1,37b46d56a0c9c0cf68fd79542591e287,8
18,24,3,37b46d56a0c9c0cf68fd79542591e287,0
16,28,3,37b46d56a0c9c0cf68fd79542591e287,1.09999999999854
12,18,1,37b46d56a0c9c0cf68fd79542591e287,13.010000000002
17,24,1,37b46d56a0c9c0cf68fd79542591e287,10
18,32,1,37b46d56a0c9c0cf68fd79542591e287,11.0199999999968
13,21,1,37b46d56a0c9c0cf68fd79542591e287,12.010000000002
17,30,1,9f7e1e1b3358d4810968982dc839d03d,3.98999999999796
21,24,1,9f7e1e1b3358d4810968982dc839d03d,0
22,23,1,9f7e1e1b3358d4810968982dc839d03d,0.989999999997963
18,31,1,9f7e1e1b3358d4810968982dc839d03d,2
15,30,1,9f7e1e1b3358d4810968982dc839d03d,3.0199999999968
24,24,1,9f7e1e1b3358d4810968982dc839d03d,4.98999999999796
15,30,1,9f7e1e1b3358d4810968982dc839d03d,6.06999999999971
15,30,1,9f7e1e1b3358d4810968982dc839d03d,7.06999999999971
15,30,1,9f7e1e1b3358d4810968982dc839d03d,8.07999999999447
15,30,1,9f7e1e1b3358d4810968982dc839d03d,10
15,31,1,9f7e1e1b3358d4810968982dc839d03d,9.04000000000087
15,30,1,9f7e1e1b3358d4810968982dc839d03d,10.989999999998
28,18,1,9f7e1e1b3358d4810968982dc839d03d,12
22,29,1,9f7e1e1b3358d4810968982dc839d03d,13.0400000000009
20,12,1,b5685425e78ed21182b3a0a8c56757d3,1.75
18,25,2,b5685425e78ed21182b3a0a8c56757d3,3.77999999999884
19,21,6,b5685425e78ed21182b3a0a8c56757d3,4.75
25,15,1,b5685425e78ed21182b3a0a8c56757d3,5.75
25,19,2,b5685425e78ed21182b3a0a8c56757d3,6.75
24,10,1,b5685425e78ed21182b3a0a8c56757d3,8.75
24,10,1,b5685425e78ed21182b3a0a8c56757d3,9.75
24,10,1,b5685425e78ed21182b3a0a8c56757d3,10.8000000000029
24,21,2,b5685425e78ed21182b3a0a8c56757d3,0
25,,0,b5685425e78ed21182b3a0a8c56757d3,7.79000000000087
21,17,1,b5685425e78ed21182b3a0a8c56757d3,2.75
20,13,1,b5685425e78ed21182b3a0a8c56757d3,0.779999999998836
22,14,1,b5685425e78ed21182b3a0a8c56757d3,12.75
16,15,1,59f6ea699dc36217ac867f9e76289782,5.05999999999767
17,23,1,59f6ea699dc36217ac867f9e76289782,3.01000000000204
